NA	NA	12346	494454	14	
NA	NA	25295	NA	12	
NA	NA	4905	275370	18	
NA	NA	519	NA	20	
NA	NA	44633	NA	16	
NA	NA	8983	NA	20	
NA	NA	64783	238259	20	
NA	NA	6195	NA	20	
NA	NA	10699	NA	18	
NA	NA	5664	420488	14	
NA	NA	22858	492361	14	
NA	NA	36659	NA	18	
NA	NA	36830	NA	20	
NA	NA	34699	NA	20	
NA	NA	19500	234785	12	
NA	NA	22381	NA	14	
NA	NA	12731	209885	10	
NA	NA	62526	NA	16	
NA	NA	24005	242658	18	
NA	NA	67983	227637	14	
NA	NA	10234	NA	14	
NA	NA	13755	NA	14	
NA	NA	22258	77932	18	
NA	NA	15156	25381	16	
NA	NA	19198	NA	16	
NA	NA	11121	NA	16	
NA	NA	6484	25657	20	
NA	NA	61525	NA	16	
NA	NA	5304	245928	18	
NA	NA	89058	NA	14	
NA	NA	55924	722317	16	
NA	NA	60465	1270777	16	
NA	NA	25633	1152429	18	
NA	NA	2231	NA	18	
NA	NA	23496	454707	18	
NA	NA	257631	246959	16	
NA	NA	11823	332948	12	
NA	NA	21501	33489	16	
NA	NA	161157	NA	14	
NA	NA	32847	NA	18	
NA	NA	8769	531853	20	
NA	NA	35160	589819	18	
NA	NA	37873	NA	18	
NA	NA	25229	189162	18	
NA	NA	5109	1058898	16	
NA	NA	74658	NA	18	
NA	NA	9221	869608	20	
NA	NA	92993	1073218	16	
NA	NA	54731	NA	10	
NA	NA	4449	NA	14	
NA	NA	13215	NA	22	
NA	NA	40287	891531	20	
NA	NA	125291	NA	14	
NA	NA	12115	NA	18	
NA	NA	19314	NA	14	
NA	NA	7176	NA	14	
NA	NA	33954	1389656	14	
NA	NA	15398	NA	20	
NA	NA	54351	NA	22	
NA	NA	21482	61673	18	
NA	NA	24247	322281	10	
NA	NA	8365	790561	12	
NA	NA	9071	NA	10	
NA	NA	15078	263233	18	
NA	NA	83915	NA	14	
NA	NA	46384	678943	14	
NA	NA	11629	NA	20	
NA	NA	58895	14559	14	
NA	NA	1819	NA	18	
NA	NA	53169	NA	16	
NA	NA	50420	NA	10	
NA	NA	11791	NA	12	
NA	NA	22528	NA	16	
NA	NA	1691	291530	16	
NA	NA	18153	596250	20	
NA	NA	45003	52661	16	
NA	NA	30596	NA	16	
NA	NA	5644	NA	14	
NA	NA	4672	NA	14	
NA	NA	9939	681892	16	
NA	NA	6164	513038	16	
NA	NA	2178	NA	16	
NA	NA	62608	912804	14	
NA	NA	26988	NA	20	
NA	NA	48197	NA	12	
NA	NA	96683	NA	16	
NA	NA	96387	NA	18	
NA	NA	39084	123831	14	
NA	NA	26946	NA	12	
NA	NA	11389	1530726	18	
NA	NA	44412	NA	18	
NA	NA	4781	NA	14	
NA	NA	16953	715543	16	
NA	NA	33037	NA	14	
NA	NA	10409	NA	20	
NA	NA	55854	NA	18	
NA	NA	27445	620379	8	
NA	NA	52075	NA	14	
NA	NA	54635	269908	16	
NA	NA	37224	NA	18	
NA	NA	58494	618634	18	
NA	NA	91637	NA	18	
NA	NA	12769	365255	20	
NA	NA	19729	NA	18	
NA	NA	3216	NA	20	
NA	NA	11693	1311111	16	
NA	NA	26594	872497	18	
NA	NA	35348	530913	18	
NA	NA	2311	31770	16	
NA	NA	17095	75687	14	
NA	NA	2774	394887	18	
NA	NA	65139	NA	20	
NA	NA	3851	478682	18	
NA	NA	71679	878572	18	
NA	NA	89935	255588	14	
NA	NA	86655	446462	16	
NA	NA	46000	148444	18	
NA	NA	11993	371010	16	
NA	NA	6857	NA	16	
NA	NA	4393	NA	20	
NA	NA	27480	1209194	14	
NA	NA	89889	NA	14	
NA	NA	48606	NA	18	
NA	NA	90414	389526	18	
NA	NA	8903	NA	16	
NA	NA	106122	133363	14	
NA	NA	195526	NA	18	
NA	NA	8960	145541	18	
NA	NA	1465	NA	22	
NA	NA	1969	223443	14	
NA	NA	36822	2045663	18	
NA	NA	44550	NA	18	
NA	NA	23946	NA	20	
NA	NA	12909	68544	12	
NA	NA	46948	244337	18	
NA	NA	48396	NA	18	
NA	NA	58361	677274	14	
NA	NA	17320	122123	14	
NA	NA	1117	NA	14	
NA	NA	10412	364751	16	
NA	NA	3442	17892	18	
NA	NA	2826	1322919	16	
NA	NA	98766	NA	12	
NA	NA	74351	NA	14	
NA	NA	13089	NA	22	
NA	NA	36691	NA	20	
NA	NA	8990	155717	18	
NA	NA	20358	NA	16	
NA	NA	179586	NA	16	
NA	NA	19139	NA	16	
NA	NA	47608	NA	12	
NA	NA	7861	NA	20	
NA	NA	17882	720665	18	
NA	NA	46176	1182519	14	
NA	NA	1144	127045	12	
NA	NA	39027	NA	20	
NA	NA	7992	1856923	10	
NA	NA	4158	678113	20	
NA	NA	93389	NA	14	
NA	NA	668	NA	16	
NA	NA	80454	NA	20	
NA	NA	69503	NA	16	
NA	NA	3511	522081	16	
NA	NA	48964	NA	18	
NA	NA	43185	283659	20	
NA	NA	6112	NA	16	
NA	NA	65606	1450182	10	
NA	NA	156914	NA	14	
NA	NA	31878	NA	16	
NA	NA	98838	444730	20	
NA	NA	46706	NA	18	
NA	NA	74146	50370	24	
NA	NA	9141	NA	16	
NA	NA	7859	NA	16	
NA	NA	24568	143838	18	
NA	NA	748	NA	16	
NA	NA	13412	NA	14	
NA	NA	10598	NA	16	
NA	NA	7067	536015	14	
NA	NA	10048	NA	20	
NA	NA	72678	NA	18	
NA	NA	16364	NA	20	
NA	NA	72879	NA	16	
NA	NA	32582	367893	20	
NA	NA	144529	NA	16	
NA	NA	17140	NA	14	
NA	NA	44543	NA	16	
NA	NA	36218	121028	16	
NA	NA	46568	NA	16	
NA	NA	21040	NA	18	
NA	NA	35801	NA	8	
NA	NA	103409	NA	14	
NA	NA	5339	350446	18	
NA	NA	880	NA	20	
NA	NA	30275	684010	12	
NA	NA	9047	17819	20	
NA	NA	1053	339813	14	
NA	NA	7394	12995	18	
NA	NA	44871	1671511	18	
NA	NA	12939	NA	14	
NA	NA	39288	75508	20	
NA	NA	30345	771879	14	
NA	NA	23189	NA	10	
NA	NA	22317	NA	12	
NA	NA	25815	NA	12	
NA	NA	6166	2018968	14	
NA	NA	18555	648279	16	
NA	NA	27624	NA	16	
NA	NA	14684	NA	12	
NA	NA	74617	NA	14	
NA	NA	5778	194346	18	
NA	NA	105013	NA	18	
NA	NA	98420	293143	16	
NA	NA	19020	NA	18	
NA	NA	31129	386253	14	
NA	NA	34855	171454	20	
NA	NA	34362	64020	16	
NA	NA	10178	NA	18	
NA	NA	124478	283003	20	
NA	NA	95448	766573	16	
NA	NA	12491	NA	10	
NA	NA	4339	133968	18	
NA	NA	9453	NA	14	
NA	NA	396	478267	22	
NA	NA	42789	314183	16	
NA	NA	45855	426775	14	
NA	NA	469	NA	12	
NA	NA	75458	NA	16	
NA	NA	27353	NA	18	
NA	NA	46423	NA	14	
NA	NA	83196	239625	20	
NA	NA	32441	59432	14	
NA	NA	67250	880185	12	
NA	NA	86466	NA	20	
NA	NA	4571	59908	14	
NA	NA	726	624363	20	
NA	NA	20296	NA	14	
NA	NA	22006	NA	10	
NA	NA	6049	251160	20	
NA	NA	17264	NA	16	
NA	NA	47514	NA	12	
NA	NA	306199	222111	20	
NA	NA	4444	688854	10	
NA	NA	12762	318571	20	
NA	NA	5439	NA	12	
NA	NA	15544	NA	18	
NA	NA	11857	218779	14	
NA	NA	264	NA	14	
NA	NA	46749	NA	16	
NA	NA	65273	NA	14	
NA	NA	60022	402240	14	
NA	NA	7161	34886	20	
NA	NA	5276	NA	12	
NA	NA	16733	5479	16	
NA	NA	35625	125987	18	
NA	NA	13312	45340	16	
NA	NA	51398	56157	14	
NA	NA	2416	NA	14	
NA	NA	33475	80705	22	
NA	NA	131718	NA	20	
NA	NA	34708	NA	14	
NA	NA	18311	NA	10	
NA	NA	150060	NA	10	
NA	NA	21358	399162	10	
NA	NA	277	1108746	14	
NA	NA	32769	NA	14	
NA	NA	4331	883340	14	
NA	NA	16596	NA	20	
NA	NA	65327	NA	12	
NA	NA	19810	NA	12	
NA	NA	53197	62888	14	
NA	NA	43455	308312	20	
NA	NA	71848	NA	16	
NA	NA	75624	NA	18	
NA	NA	65278	NA	20	
NA	NA	2900	NA	20	
NA	NA	19846	NA	20	
NA	NA	11000	352	14	
NA	NA	39871	174774	16	
NA	NA	68	684537	14	
NA	NA	33453	NA	16	
NA	NA	37369	NA	12	
NA	NA	5706	NA	16	
NA	NA	2386	NA	16	
NA	NA	13626	79760	14	
NA	NA	10517	719091	16	
NA	NA	7782	1524989	14	
NA	NA	108427	NA	18	
NA	NA	12684	NA	16	
NA	NA	110463	306460	18	
NA	NA	40703	NA	14	
NA	NA	30502	NA	14	
NA	NA	50419	NA	10	
NA	NA	5499	357270	18	
NA	NA	80789	183419	14	
NA	NA	15469	315799	16	
NA	NA	6987	NA	12	
NA	NA	52710	478106	22	
NA	NA	115176	NA	16	
NA	NA	20260	310641	22	
NA	NA	3816	764889	20	
NA	NA	8764	NA	12	
NA	NA	35240	NA	18	
NA	NA	79226	NA	12	
NA	NA	44772	244792	18	
NA	NA	45877	182651	14	
NA	NA	17837	1810932	12	
NA	NA	57970	NA	16	
NA	NA	2554	NA	22	
NA	NA	46092	NA	18	
NA	NA	536	NA	14	
NA	NA	8258	NA	8	
NA	NA	90264	216434	22	
NA	NA	29609	1297784	18	
NA	NA	26209	NA	14	
NA	NA	19435	583648	16	
NA	NA	25919	NA	10	
NA	NA	71401	1574616	16	
NA	NA	73848	NA	20	
NA	NA	48874	266703	16	
NA	NA	14644	1039938	10	
NA	NA	48038	NA	18	
NA	NA	212211	42835	18	
NA	NA	166542	108157	14	
NA	NA	54577	1248010	20	
NA	NA	31625	NA	18	
NA	NA	48886	NA	18	
NA	NA	9368	2002904	20	
NA	NA	2022	NA	20	
NA	NA	36400	96547	16	
NA	NA	12067	12606	16	
NA	NA	50700	235204	16	
NA	NA	1721	NA	14	
NA	NA	6967	227045	14	
NA	NA	28000	389823	18	
NA	NA	975	NA	20	
NA	NA	74259	NA	18	
NA	NA	47647	603286	16	
NA	NA	6429	NA	22	
NA	NA	45691	NA	16	
NA	NA	152886	NA	12	
NA	NA	1470	87039	12	
NA	NA	12284	655275	18	
NA	NA	27483	526553	12	
NA	NA	5561	NA	16	
NA	NA	137493	NA	14	
NA	NA	5765	NA	22	
NA	NA	4653	494498	16	
NA	NA	41142	NA	16	
NA	NA	31979	NA	12	
NA	NA	183234	86791	14	
NA	NA	34993	NA	18	
NA	NA	5600	486777	16	
NA	NA	3007	13269	18	
NA	NA	10846	NA	8	
NA	NA	139417	208809	14	
NA	NA	19082	NA	22	
NA	NA	23897	NA	16	
NA	NA	41376	NA	10	
NA	NA	5868	726672	18	
NA	NA	44999	1107875	16	
NA	NA	10660	NA	20	
NA	NA	11197	439450	16	
NA	NA	65049	888214	14	
NA	NA	24188	783885	18	
NA	NA	23035	460757	22	
NA	NA	30696	110216	14	
NA	NA	2623	1490580	16	
NA	NA	124855	NA	18	
NA	NA	8135	NA	22	
NA	NA	183123	671365	12	
NA	NA	15409	NA	18	
NA	NA	3505	NA	14	
NA	NA	1454	141231	16	
NA	NA	15146	58155	18	
NA	NA	8144	7130	20	
NA	NA	215201	NA	12	
NA	NA	104204	80518	16	
NA	NA	9620	NA	16	
NA	NA	5170	NA	18	
NA	NA	71928	NA	10	
NA	NA	6597	340296	20	
NA	NA	23600	NA	16	
NA	NA	22326	295752	20	
NA	NA	127224	141152	22	
NA	NA	241	NA	16	
NA	NA	15504	45899	18	
NA	NA	9730	NA	16	
NA	NA	14314	NA	20	
NA	NA	3435	1410225	18	
NA	NA	62062	NA	14	
NA	NA	82240	NA	18	
NA	NA	5758	NA	16	
NA	NA	3745	NA	16	
NA	NA	16434	629646	22	
NA	NA	36217	NA	20	
NA	NA	32451	636011	8	
NA	NA	6039	18043	18	
NA	NA	1329	NA	18	
NA	NA	13716	589800	18	
NA	NA	17225	1995380	16	
NA	NA	17122	NA	20	
NA	NA	62528	868303	12	
NA	NA	82715	116860	16	
NA	NA	1645	NA	18	
NA	NA	69480	NA	20	
NA	NA	18361	NA	16	
NA	NA	15709	NA	16	
NA	NA	3179	69258	20	
NA	NA	42915	229739	10	
NA	NA	35446	NA	12	
NA	NA	75005	92246	14	
NA	NA	40884	40530	16	
NA	NA	15702	74033	16	
NA	NA	13246	NA	16	
NA	NA	26300	31561	20	
NA	NA	90789	152798	14	
NA	NA	71461	NA	14	
NA	NA	15688	391933	16	
NA	NA	2094	NA	18	
NA	NA	978	NA	16	
NA	NA	9197	NA	18	
NA	NA	30049	1750728	20	
NA	NA	7649	NA	18	
NA	NA	77187	NA	18	
NA	NA	5041	49520	16	
NA	NA	26981	232309	20	
NA	NA	74559	136449	20	
NA	NA	195777	NA	16	
NA	NA	19903	224505	16	
NA	NA	55094	NA	18	
NA	NA	11405	NA	16	
NA	NA	57757	NA	18	
NA	NA	16036	652285	18	
NA	NA	6432	184772	16	
NA	NA	58419	NA	16	
NA	NA	52188	NA	10	
NA	NA	2682	105699	14	
NA	NA	106279	1983002	20	
NA	NA	92518	118627	18	
NA	NA	57106	NA	16	
NA	NA	68243	386877	22	
NA	NA	83037	408356	16	
NA	NA	3136	NA	18	
NA	NA	44342	172411	18	
NA	NA	129122	582713	16	
NA	NA	13465	29367	12	
NA	NA	26803	NA	18	
NA	NA	27178	NA	14	
NA	NA	16144	309915	12	
NA	NA	34176	2009379	16	
NA	NA	5321	NA	12	
NA	NA	76162	NA	14	
NA	NA	9957	1411	16	
NA	NA	31623	NA	16	
NA	NA	30303	307947	14	
NA	NA	53621	396198	14	
NA	NA	4262	543259	10	
NA	NA	95248	NA	14	
NA	NA	25564	339985	16	
NA	NA	17722	553866	14	
NA	NA	23984	NA	22	
NA	NA	1251	404772	16	
NA	NA	4649	NA	16	
NA	NA	41819	1841694	12	
NA	NA	14622	NA	16	
NA	NA	1676	155003	20	
NA	NA	22460	15637	18	
NA	NA	34981	247072	16	
NA	NA	54166	NA	16	
NA	NA	21795	NA	12	
NA	NA	6545	NA	22	
NA	NA	56313	1048752	14	
NA	NA	55782	31983	14	
NA	NA	60125	NA	18	
NA	NA	22554	NA	16	
NA	NA	95678	265196	18	
NA	NA	1192	9758	16	
NA	NA	11806	NA	18	
NA	NA	911	658191	18	
NA	NA	7866	NA	16	
NA	NA	30011	630688	16	
NA	NA	41578	NA	18	
NA	NA	22266	NA	14	
NA	NA	59052	413629	16	
NA	NA	16222	79781	16	
NA	NA	48617	NA	16	
NA	NA	2895	451905	14	
NA	NA	55949	NA	16	
NA	NA	28459	421183	20	
NA	NA	5938	781311	18	
NA	NA	3683	944753	8	
NA	NA	36183	773670	14	
NA	NA	986	NA	14	
NA	NA	45756	NA	18	
NA	NA	19324	NA	14	
NA	NA	16598	386550	18	
NA	NA	6027	NA	18	
NA	NA	11051	NA	16	
NA	NA	103796	NA	18	
NA	NA	8000	242694	14	
NA	NA	65749	18061	16	
NA	NA	79109	NA	14	
NA	NA	18283	NA	14	
NA	NA	913	NA	18	
NA	NA	8326	145933	14	
NA	NA	10097	218926	12	
NA	NA	3590	NA	14	
NA	NA	27149	37269	16	
NA	NA	92798	NA	16	
NA	NA	3361	1051970	14	
NA	NA	76906	NA	12	
NA	NA	4633	382301	10	
NA	NA	25698	277059	18	
NA	NA	29029	NA	16	
NA	NA	10671	NA	14	
NA	NA	57627	NA	14	
NA	NA	5267	282127	14	
NA	NA	17784	NA	12	
NA	NA	18152	801971	18	
NA	NA	35990	18828	18	
NA	NA	6807	222060	18	
NA	NA	16717	NA	16	
NA	NA	20549	228844	18	
NA	NA	216948	756410	16	
NA	NA	21691	NA	12	
NA	NA	116429	NA	18	
NA	NA	39141	1749987	18	
NA	NA	22500	154609	14	
NA	NA	109128	NA	16	
NA	NA	127325	NA	16	
NA	NA	83538	NA	18	
NA	NA	13317	NA	22	
NA	NA	19519	NA	16	
NA	NA	12294	NA	14	
NA	NA	69775	NA	18	
NA	NA	7222	12915	18	
NA	NA	11918	39819	16	
NA	NA	24379	NA	12	
NA	NA	101967	214336	18	
NA	NA	8744	485263	14	
NA	NA	10464	226083	12	
NA	NA	31322	NA	18	
NA	NA	9795	NA	16	
NA	NA	7427	NA	20	
NA	NA	12645	94375	22	
NA	NA	1706	860620	16	
NA	NA	9396	NA	18	
NA	NA	44772	138909	14	
NA	NA	22516	NA	18	
NA	NA	7785	196842	12	
NA	NA	132598	585519	16	
NA	NA	6475	776342	16	
NA	NA	21840	NA	14	
NA	NA	23984	683087	12	
NA	NA	45238	286446	16	
NA	NA	7835	NA	12	
NA	NA	9626	NA	12	
NA	NA	4697	1497602	12	
NA	NA	15261	NA	14	
NA	NA	19210	641753	14	
NA	NA	18594	NA	10	
NA	NA	1222	184360	12	
NA	NA	34378	NA	18	
NA	NA	41726	NA	18	
NA	NA	4122	NA	12	
